5041482,642380,0,1,3,2,3,1,1,4,7303.558069,1942353,0,0,642380,0.077644208
5041484,642380,0,1,0,3,1,1,1,6,7303.558069,1942351,1,0,642380,0.526783358
5041477,642380,0,1,2,2,2,1,1,10,7303.558069,1942355,0,0,642380,0.323498173
5041488,642380,0,0,0,0,1,1,1,10,7303.558069,1942355,0,0,642380,0.191571277
5217928,654546,0,1,1,2,2,1,2,16,7303.558069,1996102,0,0,654546,0.181533318
5217937,654546,0,1,2,2,2,1,1,4,7303.558069,1996093,0,1,654546,0.014602008
5041472,642380,0,1,1,1,2,1,1,5,7303.558069,1942345,0,0,642380,0.521044453
5217954,654546,0,0,0,0,1,1,2,21,7303.558069,1996112,1,0,654546,0.020923709
5217930,654546,0,1,1,2,2,1,2,18,7303.558069,1996111,0,0,654546,0.801488083
5217951,654546,0,0,0,0,1,1,1,18,7303.558069,1996111,1,0,654546,0.914005289
5041487,642380,0,0,0,0,1,1,1,9,7303.558069,1942349,0,0,642380,0.770315605
5041489,642380,0,0,0,0,1,1,1,11,7303.558069,1942347,0,0,642380,0.864408903
5217939,654546,0,1,2,2,2,1,1,6,7303.558069,1996099,0,0,654546,0.677015089
5217929,654546,0,1,1,2,2,1,1,17,7303.558069,1996096,0,0,654546,0.979662251
5041468,642380,1,1,1,1,2,1,1,1,7303.558069,1942352,0,1,642380,0.316174577
5217916,654546,1,1,1,1,2,1,2,4,7303.558069,1996093,0,1,654546,0.304232365
5041475,642380,0,1,1,2,2,1,1,8,7303.558069,1942346,0,0,642380,0.812776074
5217925,654546,0,1,1,2,2,1,1,13,7303.558069,1996101,0,0,654546,0.005356815
5217931,654546,0,1,2,2,2,1,1,19,7303.558069,1996103,0,0,654546,0.980943839
5041483,642380,0,1,3,2,3,1,1,5,7303.558069,1942345,0,0,642380,0.212149821
5217914,654546,1,1,1,1,2,1,2,2,7303.558069,1996104,0,1,654546,0.126171261
5217940,654546,0,1,2,2,3,1,2,7,7303.558069,1996094,0,0,654546,0.181713623
5041478,642380,0,1,2,2,2,1,1,11,7303.558069,1942347,0,0,642380,0.676416166
5217934,654546,0,1,2,2,2,1,2,1,7303.558069,1996092,0,1,654546,0.162390586
5217938,654546,0,1,2,2,2,1,2,5,7303.558069,1996108,0,2,654546,0.713206338
4639949,613091,0,0,0,0,3,1,1,0,0,0,0,0,613091,0.312410748
4897152,630619,0,1,3,3,3,1,2,4,7303.558069,1898743,1,0,630619,0.05729253
4897139,630619,1,1,1,1,2,1,1,1,7303.558069,1898751,1,1,630619,0.840478778
5041481,642380,0,1,2,2,3,1,1,3,7303.558069,1942350,0,0,642380,0.125569147
5217952,654546,0,0,0,0,1,1,2,19,7303.558069,1996103,1,0,654546,0.281556922
5041480,642380,0,1,2,2,2,1,1,2,7303.558069,1942348,0,1,642380,0.155108711
5041479,642380,0,1,2,2,2,1,1,1,7303.558069,1942352,0,1,642380,0.783695416
4529129,605895,0,0,0,0,1,2,2,105,7709.834531,1787948,0,0,605895,0.033020626
4529106,605895,0,0,0,0,3,1,3,82,7709.834531,1787982,0,0,605895,0.69108424
4529052,605895,0,1,2,2,2,1,3,28,7709.834531,1787929,0,1,605895,0.110138475
5051882,643302,0,1,2,2,2,1,1,13,7244.385666,1946031,1,0,643302,0.498226385
4528934,605895,0,1,1,1,2,1,2,62,7709.834531,1788015,0,0,605895,0.19409925
5051887,643302,0,1,2,2,2,1,2,18,7244.385666,1946022,1,0,643302,0.670433532
5217921,654546,0,1,1,1,2,1,1,9,7303.558069,1996105,0,0,654546,0.592460217
