1,1,9579.460148869886,1
2,1,12111.393217914523,1
3,1,8678.494906954384,0
4,1,11518.73905100974,0
5,1,6483.793059598986,0
6,1,8003.396540854424,0
7,1,7184.709719530489,1
8,1,5247.4251775308385,0
9,1,9884.908379155622,0
10,1,8857.24724492228,1
11,1,4513.745987282237,0
12,1,9704.432272079242,0
13,1,11267.197997153311,0
14,1,9007.24477737272,1
15,1,10920.906895574228,0
16,1,4977.305379097239,1
17,1,11964.082036157513,0
18,1,8498.742863748721,1
19,1,10064.190041549537,0
20,1,8916.032229805409,0
21,1,5190.222260958564,0
22,1,8781.769637919326,1
23,1,10818.90419573605,0
24,1,7271.283085557185,0
25,1,7967.888625074894,1
26,1,7034.20810059392,1
27,1,7137.308438099671,0
28,1,8294.501078621914,0
29,1,5792.638742076524,0
30,1,9552.991641635921,1
31,1,7582.277940272837,0
32,1,6587.496630751409,0
33,1,9571.564233963312,0
34,1,7826.574645589012,0
35,1,4509.225043024248,0
36,1,7925.536167192988,0
37,1,9590.81487383103,1
38,1,9930.838054455238,0
39,1,5436.026980836459,0
40,1,8206.437282634253,0
41,1,9804.84858663388,0
42,1,8783.651830214405,1
43,1,8300.664690973957,0
44,1,7032.930544175891,0
45,1,7677.09735557785,0
46,1,5450.143865414495,0
47,1,6176.999675410327,1
48,1,9274.242047390779,0
49,1,6777.423723729078,0
50,1,6950.558607808676,0
51,1,13810.211365651821,0
52,1,5503.035899986417,0
53,2,9445.79152262031,1
54,4,9366.670741370028,0
55,7,9051.333262628114,0
56,7,7598.291865941684,0
57,7,6938.2873762366835,1
58,7,8706.380474591724,0
59,7,9579.279287657939,0
60,7,3797.662563173162,1
61,7,11329.514369911954,0
62,7,8915.631857006223,0
63,7,8107.776767234584,0
64,7,9551.697527128847,0
65,7,6913.120669063283,0
66,7,11394.73687322756,0
67,7,7824.843660814397,0
68,7,9764.092752996527,1
69,7,7795.23479068689,0
70,7,10468.919486602303,1
71,8,10260.192052040635,0
72,8,8136.742839196289,0
73,8,5307.484482290771,0
74,8,11166.430091753495,0
75,8,8235.907768826568,0
76,8,4604.560335951861,0
77,8,11629.5562340644,0
78,8,8097.978021609096,0
79,8,6345.0736217442445,0
80,8,5062.278320312336,0
81,9,8656.626039443136,0
82,9,8042.30631045476,0
83,9,7676.9427786181095,1
84,9,7447.264536728595,1
85,9,6422.801868465575,1
86,9,10403.21636331061,0
87,9,8909.05180436429,0
88,9,7355.823302293136,0
89,9,5905.771912072756,0
90,9,5713.227247090361,0
91,9,8561.505807922542,0
92,9,8741.099220467813,0
93,9,6934.142862048762,1
94,9,8712.274431909242,0
95,9,8437.98510296507,0
96,9,7138.654713664292,0
97,9,10510.621842399214,0
98,9,7169.620230224539,0
99,9,9575.22334497291,0
100,9,10236.98302811611,0
101,11,9709.119566494841,0
102,12,8464.891523636095,0
103,12,10543.780152155967,0
104,12,7678.388359869109,0
105,12,9166.692866610298,0
106,12,4669.070175247944,0
107,12,8902.223791303108,0
108,12,8654.35804801119,1
109,13,11614.808271977854,0
110,14,7801.894348504254,0
111,14,8592.006673996635,0
112,14,9545.926268120706,1
113,14,8122.521160544065,0
